launch_id,unix_time_s,pressure_hpa,temperature_c,dewPoint_c,humidity_percent,latitude_deg,longitude_deg,wind_direction_deg,wind_speed_mps,elevation_gps_m,elevation2_m,flags
ocw1k5zzkwml,1632524880,992.00000000000000000,30.72999954223632812,,29.52000045776367188,32.83563232421875000,-97.29895782470703125,,,186,0,205,
ocw1k5zzkwml,1632524885,992.00000000000000000,30.79999923706054688,,29.29000091552734375,32.83563232421875000,-97.29895782470703125,,,186,0,205,
ocw1k5zzkwml,1632524890,992.00000000000000000,30.87000083923339844,,30.87000083923339844,32.83563613891601562,-97.29895782470703125,,,186,0,205,
ocw1k5zzkwml,1632524895,992.00000000000000000,30.90999984741210938,,27.27000045776367188,32.83563613891601562,-97.29895782470703125,,,187,0,205,
ocw1k5zzkwml,1632524900,992.00000000000000000,30.95000076293945312,,27.15999984741210938,32.83563995361328125,-97.29895782470703125,,,187,0,205,
ocw1k5zzkwml,1632524905,992.00000000000000000,30.97999954223632812,,27.28000068664550781,32.83564376831054688,-97.29895782470703125,,,187,0,205,
ocw1k5zzkwml,1632524910,992.00000000000000000,31.03000068664550781,,30.18000030517578125,32.83564376831054688,-97.29895019531250000,,,187,0,205,
ocw1k5zzkwml,1632524915,992.00000000000000000,31.06999969482421875,,37.68999862670898438,32.83563995361328125,-97.29892730712890625,,,189,0,205,
ocw1k5zzkwml,1632524920,992.00000000000000000,31.04000091552734375,,29.20999908447265625,32.83563232421875000,-97.29893493652343750,,,191,0,205,
ocw1k5zzkwml,1632524925,992.00000000000000000,31.04999923706054688,,29.04000091552734375,32.83558273315429688,-97.29894256591796875,,,192,0,205,
ocw1k5zzkwml,1632524930,992.00000000000000000,31.09000015258789062,,28.85000038146972656,32.83558273315429688,-97.29895782470703125,,,193,0,205,
ocw1k5zzkwml,1632524935,992.00000000000000000,31.10000038146972656,,30.23999977111816406,32.83558654785156250,-97.29894256591796875,,,193,0,205,
ocw1k5zzkwml,1632524940,992.09997558593750000,31.04000091552734375,,28.85000038146972656,32.83557510375976562,-97.29891204833984375,,,192,65535,205,
ocw1k5zzkwml,1632524945,992.00000000000000000,31.05999946594238281,,29.50000000000000000,32.83554077148437500,-97.29890441894531250,,,189,0,205,
ocw1k5zzkwml,1632524950,991.90002441406250000,30.94000053405761719,,26.23999977111816406,32.83541107177734375,-97.29859161376953125,,,186,0,197,
ocw1k5zzkwml,1632524955,992.00000000000000000,30.93000030517578125,,25.60000038146972656,32.83544921875000000,-97.29867553710937500,,,185,0,205,
ocw1k5zzkwml,1632524960,991.90002441406250000,30.69000053405761719,,23.78000068664550781,32.83549499511718750,-97.29879760742187500,,,188,0,205,
ocw1k5zzkwml,1632524965,991.90002441406250000,30.56999969482421875,,30.62000083923339844,32.83552551269531250,-97.29884338378906250,,,189,0,205,
ocw1k5zzkwml,1632524970,991.90002441406250000,30.12000083923339844,,36.63000106811523438,32.83554077148437500,-97.29886627197265625,,,188,0,205,
ocw1k5zzkwml,1632524975,991.90002441406250000,30.10000038146972656,,29.29999923706054688,32.83555603027343750,-97.29888153076171875,,,188,0,205,
ocw1k5zzkwml,1632524980,991.79998779296875000,30.19000053405761719,,28.00000000000000000,32.83552551269531250,-97.29883575439453125,,,187,0,205,
ocw1k5zzkwml,1632524985,991.90002441406250000,30.28000068664550781,,26.90999984741210938,32.83554077148437500,-97.29884338378906250,,,187,0,205,
ocw1k5zzkwml,1632524990,991.90002441406250000,30.26000022888183594,,26.50000000000000000,32.83556365966796875,-97.29885101318359375,,,187,0,197,
ocw1k5zzkwml,1632524995,991.90002441406250000,30.23999977111816406,,25.45999908447265625,32.83556365966796875,-97.29885864257812500,,,188,0,197,
ocw1k5zzkwml,1632525000,991.90002441406250000,30.22999954223632812,,25.65999984741210938,32.83558273315429688,-97.29888153076171875,,,188,0,205,
ocw1k5zzkwml,1632525005,992.00000000000000000,30.19000053405761719,,25.38999938964843750,32.83556365966796875,-97.29888916015625000,,,188,0,205,
ocw1k5zzkwml,1632525010,992.00000000000000000,30.20000076293945312,,25.43000030517578125,32.83558654785156250,-97.29890441894531250,,,188,0,205,
ocw1k5zzkwml,1632525015,992.00000000000000000,30.23999977111816406,,24.88999938964843750,32.83559799194335938,-97.29891967773437500,,,188,0,205,
ocw1k5zzkwml,1632525020,992.00000000000000000,30.23999977111816406,,24.62000083923339844,32.83560943603515625,-97.29891967773437500,,,188,0,205,
ocw1k5zzkwml,1632525025,992.00000000000000000,30.27000045776367188,,24.68000030517578125,32.83562850952148438,-97.29892730712890625,,,188,0,205,
ocw1k5zzkwml,1632525030,992.00000000000000000,30.29999923706054688,,24.79000091552734375,32.83562850952148438,-97.29893493652343750,,,188,0,205,
ocw1k5zzkwml,1632525035,992.00000000000000000,30.29999923706054688,,24.40999984741210938,32.83563613891601562,-97.29893493652343750,,,188,0,205,
ocw1k5zzkwml,1632525040,992.00000000000000000,30.28000068664550781,,24.20999908447265625,32.83565139770507812,-97.29892730712890625,,,188,0,205,
ocw1k5zzkwml,1632525045,992.00000000000000000,30.28000068664550781,,24.40999984741210938,32.83565521240234375,-97.29893493652343750,,,188,0,205,
ocw1k5zzkwml,1632525050,992.00000000000000000,30.29000091552734375,,25.79000091552734375,32.83565902709960938,-97.29892730712890625,,,187,0,205,
ocw1k5zzkwml,1632525055,992.00000000000000000,30.29999923706054688,,25.22999954223632812,32.83565902709960938,-97.29892730712890625,,,188,0,205,
ocw1k5zzkwml,1632525060,992.00000000000000000,30.30999946594238281,,24.86000061035156250,32.83565902709960938,-97.29891967773437500,,,188,0,205,
ocw1k5zzkwml,1632525065,992.00000000000000000,30.29999923706054688,,24.90999984741210938,32.83565902709960938,-97.29891967773437500,,,189,0,205,
ocw1k5zzkwml,1632525070,991.90002441406250000,30.37000083923339844,,24.56999969482421875,32.83567047119140625,-97.29893493652343750,,,189,0,205,
ocw1k5zzkwml,1632525075,991.90002441406250000,30.37000083923339844,,24.00000000000000000,32.83567428588867188,-97.29897308349609375,,,189,0,205,
ocw1k5zzkwml,1632525080,991.90002441406250000,30.45000076293945312,,23.67000007629394531,32.83566665649414062,-97.29898071289062500,,,189,0,205,
ocw1k5zzkwml,1632525085,991.90002441406250000,30.38999938964843750,,23.48999977111816406,32.83565902709960938,-97.29896545410156250,,,189,0,205,
ocw1k5zzkwml,1632525090,992.00000000000000000,30.35000038146972656,,23.40999984741210938,32.83565902709960938,-97.29897308349609375,,,189,0,205,
ocw1k5zzkwml,1632525095,991.90002441406250000,30.34000015258789062,,24.30999946594238281,32.83565139770507812,-97.29895782470703125,,,188,0,205,
ocw1k5zzkwml,1632525100,991.90002441406250000,30.31999969482421875,,24.20000076293945312,32.83565521240234375,-97.29895782470703125,,,189,0,205,
ocw1k5zzkwml,1632525105,991.90002441406250000,30.44000053405761719,,24.73999977111816406,32.83565139770507812,-97.29894256591796875,,,188,0,221,
ocw1k5zzkwml,1632525110,991.90002441406250000,30.62999916076660156,,26.62999916076660156,32.83565521240234375,-97.29894256591796875,,,188,0,221,
ocw1k5zzkwml,1632525115,992.09997558593750000,30.76000022888183594,,24.43000030517578125,32.83564758300781250,-97.29894256591796875,,,188,65535,221,
ocw1k5zzkwml,1632525120,992.09997558593750000,30.70999908447265625,,25.04999923706054688,32.83558654785156250,-97.29891204833984375,,,191,65535,213,
ocw1k5zzkwml,1632525125,992.09997558593750000,30.64999961853027344,,25.02000045776367188,32.83557510375976562,-97.29891204833984375,,,192,65535,213,
ocw1k5zzkwml,1632525130,992.09997558593750000,30.60000038146972656,,24.78000068664550781,32.83557891845703125,-97.29891204833984375,,,192,65535,221,
ocw1k5zzkwml,1632525135,992.09997558593750000,30.54000091552734375,,24.40999984741210938,32.83558273315429688,-97.29891204833984375,,,192,65535,221,
ocw1k5zzkwml,1632525140,992.09997558593750000,30.47999954223632812,,24.57999992370605469,32.83559799194335938,-97.29891967773437500,,,191,65535,221,
ocw1k5zzkwml,1632525145,992.09997558593750000,30.50000000000000000,,23.98999977111816406,32.83560180664062500,-97.29892730712890625,,,192,65535,221,
ocw1k5zzkwml,1632525150,992.09997558593750000,30.50000000000000000,,24.92000007629394531,32.83560562133789062,-97.29892730712890625,,,191,65535,221,
ocw1k5zzkwml,1632525155,992.09997558593750000,30.43000030517578125,,24.59000015258789062,32.83561325073242188,-97.29891967773437500,,,190,65535,221,
ocw1k5zzkwml,1632525160,992.09997558593750000,30.44000053405761719,,25.03000068664550781,32.83561706542968750,-97.29891967773437500,,,189,65535,221,
ocw1k5zzkwml,1632525165,992.09997558593750000,30.45000076293945312,,24.65999984741210938,32.83561325073242188,-97.29891204833984375,,,189,65535,221,
ocw1k5zzkwml,1632525170,992.09997558593750000,30.47999954223632812,,24.93000030517578125,32.83561706542968750,-97.29891204833984375,,,189,65535,221,
ocw1k5zzkwml,1632525175,992.09997558593750000,30.48999977111816406,,25.32999992370605469,32.83562088012695312,-97.29891204833984375,,,188,65535,205,
ocw1k5zzkwml,1632525180,992.09997558593750000,30.40999984741210938,,26.07999992370605469,32.83562088012695312,-97.29891204833984375,,,188,65535,205,
ocw1k5zzkwml,1632525185,992.09997558593750000,30.29000091552734375,,25.90999984741210938,32.83563232421875000,-97.29891204833984375,,,185,65535,205,
ocw1k5zzkwml,1632525190,992.09997558593750000,30.21999931335449219,,24.87999916076660156,32.83563232421875000,-97.29891967773437500,,,185,65535,205,
ocw1k5zzkwml,1632525195,992.09997558593750000,30.18000030517578125,,24.44000053405761719,32.83562850952148438,-97.29891967773437500,,,185,65535,205,
ocw1k5zzkwml,1632525200,992.09997558593750000,30.14999961853027344,,24.77000045776367188,32.83562469482421875,-97.29891967773437500,,,185,65535,205,
ocw1k5zzkwml,1632525205,992.09997558593750000,30.15999984741210938,,24.84000015258789062,32.83562850952148438,-97.29892730712890625,,,185,65535,205,
ocw1k5zzkwml,1632525210,992.09997558593750000,30.17000007629394531,,24.71999931335449219,32.83562469482421875,-97.29892730712890625,,,185,65535,205,
ocw1k5zzkwml,1632525215,992.09997558593750000,30.15999984741210938,,24.38999938964843750,32.83562469482421875,-97.29892730712890625,,,186,65535,205,
ocw1k5zzkwml,1632525220,992.09997558593750000,30.17000007629394531,,24.11000061035156250,32.83562469482421875,-97.29892730712890625,,,187,65535,205,
ocw1k5zzkwml,1632525225,992.09997558593750000,30.18000030517578125,,24.53000068664550781,32.83562469482421875,-97.29893493652343750,,,187,65535,205,
ocw1k5zzkwml,1632525230,992.09997558593750000,30.18000030517578125,,24.63999938964843750,32.83562088012695312,-97.29893493652343750,,,187,65535,205,
ocw1k5zzkwml,1632525235,992.09997558593750000,30.23999977111816406,,24.70999908447265625,32.83562088012695312,-97.29893493652343750,,,187,65535,205,
ocw1k5zzkwml,1632525240,992.00000000000000000,30.28000068664550781,,24.19000053405761719,32.83561706542968750,-97.29892730712890625,,,188,65535,221,
ocw1k5zzkwml,1632525245,992.09997558593750000,30.31999969482421875,,23.85000038146972656,32.83561706542968750,-97.29892730712890625,,,189,65535,221,
ocw1k5zzkwml,1632525250,992.09997558593750000,30.34000015258789062,,23.98999977111816406,32.83561706542968750,-97.29892730712890625,,,189,65535,221,
ocw1k5zzkwml,1632525255,992.09997558593750000,30.31999969482421875,,24.09000015258789062,32.83561706542968750,-97.29892730712890625,,,189,65535,221,
ocw1k5zzkwml,1632525260,992.09997558593750000,30.37999916076660156,,24.28000068664550781,32.83562088012695312,-97.29892730712890625,,,189,65535,221,
ocw1k5zzkwml,1632525271,992.09997558593750000,30.39999961853027344,,24.45000076293945312,32.83561706542968750,-97.29892730712890625,,,188,65535,221,
ocw1k5zzkwml,1632525275,992.09997558593750000,30.44000053405761719,,24.35000038146972656,32.83562088012695312,-97.29891967773437500,,,188,65535,221,
ocw1k5zzkwml,1632525280,992.09997558593750000,30.40999984741210938,,24.40999984741210938,32.83562088012695312,-97.29891967773437500,,,188,65535,221,
ocw1k5zzkwml,1632525291,992.09997558593750000,30.45000076293945312,,23.87000083923339844,32.83562088012695312,-97.29892730712890625,,,188,65535,221,
ocw1k5zzkwml,1632525295,992.09997558593750000,30.45000076293945312,,23.96999931335449219,32.83561706542968750,-97.29892730712890625,,,188,65535,205,
ocw1k5zzkwml,1632525300,992.09997558593750000,30.45999908447265625,,24.12000083923339844,32.83562088012695312,-97.29891967773437500,,,188,65535,205,
ocw1k5zzkwml,1632525305,992.09997558593750000,30.47999954223632812,,24.03000068664550781,32.83562088012695312,-97.29891967773437500,,,188,65535,205,
ocw1k5zzkwml,1632525310,992.09997558593750000,30.53000068664550781,,23.94000053405761719,32.83562088012695312,-97.29892730712890625,,,187,65535,205,
ocw1k5zzkwml,1632525315,992.09997558593750000,30.55999946594238281,,23.98999977111816406,32.83561706542968750,-97.29892730712890625,,,187,65535,205,
ocw1k5zzkwml,1632525320,992.09997558593750000,30.51000022888183594,,24.79999923706054688,32.83561325073242188,-97.29892730712890625,,,188,65535,205,
ocw1k5zzkwml,1632525325,992.09997558593750000,30.51000022888183594,,24.40999984741210938,32.83561325073242188,-97.29892730712890625,,,188,65535,205,
ocw1k5zzkwml,1632525330,992.09997558593750000,30.45000076293945312,,24.20000076293945312,32.83560943603515625,-97.29892730712890625,,,188,65535,205,
ocw1k5zzkwml,1632525335,992.09997558593750000,30.42000007629394531,,24.40999984741210938,32.83561325073242188,-97.29892730712890625,,,188,65535,205,
ocw1k5zzkwml,1632525340,992.09997558593750000,30.43000030517578125,,24.07999992370605469,32.83561325073242188,-97.29892730712890625,,,188,65535,205,
ocw1k5zzkwml,1632525345,992.00000000000000000,30.47999954223632812,,24.31999969482421875,32.83560562133789062,-97.29892730712890625,,,190,65535,205,
ocw1k5zzkwml,1632525350,991.90002441406250000,30.55999946594238281,,23.53000068664550781,32.83559799194335938,-97.29892730712890625,,,193,0,205,
ocw1k5zzkwml,1632525356,991.90002441406250000,30.61000061035156250,,23.79000091552734375,32.83560180664062500,-97.29892730712890625,,,193,0,205,
ocw1k5zzkwml,1632525360,991.90002441406250000,30.60000038146972656,,24.25000000000000000,32.83560562133789062,-97.29893493652343750,,,195,0,205,
ocw1k5zzkwml,1632525365,991.90002441406250000,30.65999984741210938,,24.12000083923339844,32.83560943603515625,-97.29893493652343750,,,194,0,205,
ocw1k5zzkwml,1632525370,991.90002441406250000,30.90999984741210938,,23.59000015258789062,32.83562088012695312,-97.29893493652343750,,,193,0,205,
ocw1k5zzkwml,1632525375,991.90002441406250000,30.79000091552734375,,23.55999946594238281,32.83561706542968750,-97.29893493652343750,,,192,0,205,
ocw1k5zzkwml,1632525380,991.90002441406250000,30.57999992370605469,,23.37999916076660156,32.83560562133789062,-97.29893493652343750,,,192,0,205,
ocw1k5zzkwml,1632525385,991.90002441406250000,30.59000015258789062,,23.77000045776367188,32.83559799194335938,-97.29892730712890625,,,188,0,205,
ocw1k5zzkwml,1632525390,991.90002441406250000,30.77000045776367188,,23.44000053405761719,32.83559417724609375,-97.29892730712890625,,,188,0,205,
ocw1k5zzkwml,1632525395,992.00000000000000000,30.82999992370605469,,23.53000068664550781,32.83560562133789062,-97.29892730712890625,,,188,0,221,
ocw1k5zzkwml,1632525400,991.90002441406250000,30.55999946594238281,,22.85000038146972656,32.83561706542968750,-97.29894256591796875,,,191,0,221,
ocw1k5zzkwml,1632525405,991.90002441406250000,30.20999908447265625,,39.70999908447265625,32.83562088012695312,-97.29895019531250000,,,191,0,221,
ocw1k5zzkwml,1632525410,991.29998779296875000,30.06999969482421875,,29.90999984741210938,32.83563232421875000,-97.29895782470703125,,,197,5,221,
ocw1k5zzkwml,1632525415,988.40002441406250000,29.90999984741210938,,24.98999977111816406,32.83574295043945312,-97.29903411865234375,,,215,31,221,
ocw1k5zzkwml,1632525421,986.50000000000000000,29.75000000000000000,,24.29000091552734375,32.83604049682617188,-97.29895782470703125,,,236,48,221,
ocw1k5zzkwml,1632525426,984.79998779296875000,29.60000038146972656,,23.92000007629394531,32.83635330200195312,-97.29899597167968750,,,255,64,221,
ocw1k5zzkwml,1632525431,983.20001220703125000,29.46999931335449219,,23.80999946594238281,32.83661270141601562,-97.29909515380859375,,,269,78,221,
ocw1k5zzkwml,1632525436,981.09997558593750000,29.32999992370605469,,23.80999946594238281,32.83689117431640625,-97.29911041259765625,,,288,97,221,
ocw1k5zzkwml,1632525441,979.09997558593750000,29.20000076293945312,,23.84000015258789062,32.83712768554687500,-97.29924011230468750,,,306,115,205,
ocw1k5zzkwml,1632525446,976.59997558593750000,28.96999931335449219,,24.00000000000000000,32.83740997314453125,-97.29924774169921875,,,326,138,205,
ocw1k5zzkwml,1632525451,974.20001220703125000,28.70999908447265625,,24.12999916076660156,32.83763122558593750,-97.29930114746093750,,,348,160,205,
ocw1k5zzkwml,1632525456,972.59997558593750000,28.57999992370605469,,24.21999931335449219,32.83789062500000000,-97.29932403564453125,,,364,175,205,
ocw1k5zzkwml,1632525461,970.79998779296875000,28.51000022888183594,,24.26000022888183594,32.83817672729492188,-97.29939270019531250,,,377,191,205,
ocw1k5zzkwml,1632525466,969.20001220703125000,28.38999938964843750,,24.27000045776367188,32.83843612670898438,-97.29943084716796875,,,390,205,205,
ocw1k5zzkwml,1632525471,967.50000000000000000,28.25000000000000000,,24.44000053405761719,32.83867263793945312,-97.29949951171875000,,,404,221,205,
ocw1k5zzkwml,1632525476,965.29998779296875000,28.06999969482421875,,24.59000015258789062,32.83896636962890625,-97.29953765869140625,,,423,241,205,
ocw1k5zzkwml,1632525481,963.00000000000000000,27.81999969482421875,,24.80999946594238281,32.83919143676757812,-97.29953765869140625,,,445,263,205,
ocw1k5zzkwml,1632525486,960.59997558593750000,27.59000015258789062,,25.02000045776367188,32.83952713012695312,-97.29957580566406250,,,470,284,205,
ocw1k5zzkwml,1632525491,958.50000000000000000,27.46999931335449219,,24.86000061035156250,32.83974075317382812,-97.29963684082031250,,,493,304,205,
ocw1k5zzkwml,1632525496,956.50000000000000000,27.27000045776367188,,25.37999916076660156,32.83994293212890625,-97.29963684082031250,,,511,323,205,
ocw1k5zzkwml,1632525501,954.40002441406250000,27.14999961853027344,,25.43000030517578125,32.84019088745117188,-97.29960632324218750,,,532,341,205,
ocw1k5zzkwml,1632525507,952.50000000000000000,27.00000000000000000,,25.56999969482421875,32.84044647216796875,-97.29956054687500000,,,545,359,205,
ocw1k5zzkwml,1632525511,950.50000000000000000,26.84000015258789062,,25.72999954223632812,32.84067916870117188,-97.29956054687500000,,,562,377,205,
ocw1k5zzkwml,1632525516,948.70001220703125000,26.70000076293945312,,25.86000061035156250,32.84092712402343750,-97.29955291748046875,,,577,394,221,
ocw1k5zzkwml,1632525521,946.90002441406250000,26.54999923706054688,,25.98999977111816406,32.84118652343750000,-97.29960632324218750,,,596,411,221,
ocw1k5zzkwml,1632525526,944.79998779296875000,26.45000076293945312,,26.07999992370605469,32.84141540527343750,-97.29959869384765625,,,615,431,221,
ocw1k5zzkwml,1632525536,941.20001220703125000,26.13999938964843750,,26.35000038146972656,32.84190750122070312,-97.29959106445312500,,,649,464,221,
ocw1k5zzkwml,1632525541,939.50000000000000000,25.95000076293945312,,26.29999923706054688,32.84212112426757812,-97.29959106445312500,,,668,480,221,
ocw1k5zzkwml,1632525546,938.09997558593750000,25.85000038146972656,,26.34000015258789062,32.84240341186523438,-97.29964447021484375,,,680,493,221,
ocw1k5zzkwml,1632525551,936.50000000000000000,25.70000076293945312,,26.36000061035156250,32.84265136718750000,-97.29965972900390625,,,692,509,221,
ocw1k5zzkwml,1632525556,935.09997558593750000,25.60000038146972656,,26.45000076293945312,32.84289169311523438,-97.29972076416015625,,,706,522,221,
ocw1k5zzkwml,1632525561,933.50000000000000000,25.54999923706054688,,26.53000068664550781,32.84311294555664062,-97.29980468750000000,,,721,536,221,
ocw1k5zzkwml,1632525566,932.09997558593750000,25.52000045776367188,,26.56999969482421875,32.84338378906250000,-97.29985046386718750,,,735,550,221,
ocw1k5zzkwml,1632525571,930.59997558593750000,25.40999984741210938,,26.68000030517578125,32.84365844726562500,-97.29991912841796875,,,749,563,221,
ocw1k5zzkwml,1632525576,929.00000000000000000,25.20999908447265625,,26.81999969482421875,32.84392166137695312,-97.30000305175781250,,,766,579,205,
ocw1k5zzkwml,1632525581,927.29998779296875000,25.01000022888183594,,27.07999992370605469,32.84416198730468750,-97.30009460449218750,,,780,595,205,
ocw1k5zzkwml,1632525586,925.90002441406250000,24.73999977111816406,,27.25000000000000000,32.84435272216796875,-97.30017089843750000,,,795,608,205,
ocw1k5zzkwml,1632525591,924.00000000000000000,24.54000091552734375,,27.46999931335449219,32.84457778930664062,-97.30023193359375000,,,809,626,221,
ocw1k5zzkwml,1632525596,922.29998779296875000,24.34000015258789062,,27.70999908447265625,32.84479141235351562,-97.30027770996093750,,,821,642,221,
ocw1k5zzkwml,1632525601,920.70001220703125000,24.14999961853027344,,27.94000053405761719,32.84498596191406250,-97.30035400390625000,,,832,658,221,
ocw1k5zzkwml,1632525611,917.90002441406250000,24.06999969482421875,,28.04000091552734375,32.84542846679687500,-97.30051422119140625,,,865,684,221,
ocw1k5zzkwml,1632525616,916.40002441406250000,24.03000068664550781,,28.10000038146972656,32.84565353393554688,-97.30062103271484375,,,878,698,221,
ocw1k5zzkwml,1632525621,914.90002441406250000,23.88999938964843750,,28.22999954223632812,32.84584808349609375,-97.30072784423828125,,,892,713,221,
ocw1k5zzkwml,1632525626,913.50000000000000000,23.85000038146972656,,28.26000022888183594,32.84606933593750000,-97.30081939697265625,,,906,725,221,
ocw1k5zzkwml,1632525631,912.20001220703125000,23.78000068664550781,,28.38999938964843750,32.84625625610351562,-97.30091094970703125,,,919,738,221,
ocw1k5zzkwml,1632525641,909.50000000000000000,23.60000038146972656,,28.59000015258789062,32.84665679931640625,-97.30105590820312500,,,946,764,221,
ocw1k5zzkwml,1632525646,908.20001220703125000,23.56999969482421875,,28.65999984741210938,32.84687423706054688,-97.30114746093750000,,,958,777,221,
ocw1k5zzkwml,1632525651,906.79998779296875000,23.50000000000000000,,28.75000000000000000,32.84705734252929688,-97.30123138427734375,,,972,790,221,
ocw1k5zzkwml,1632525656,905.40002441406250000,23.25000000000000000,,29.03000068664550781,32.84727096557617188,-97.30131530761718750,,,986,804,221,
ocw1k5zzkwml,1632525661,904.20001220703125000,23.21999931335449219,,29.12999916076660156,32.84747314453125000,-97.30144500732421875,,,998,815,221,
ocw1k5zzkwml,1632525666,902.70001220703125000,23.07999992370605469,,29.28000068664550781,32.84764099121093750,-97.30153656005859375,,,1013,830,205,
ocw1k5zzkwml,1632525671,901.09997558593750000,22.97999954223632812,,29.39999961853027344,32.84789276123046875,-97.30170440673828125,,,1027,844,205,
ocw1k5zzkwml,1632525676,899.90002441406250000,22.94000053405761719,,29.45000076293945312,32.84807586669921875,-97.30172729492187500,,,1039,856,205,
ocw1k5zzkwml,1632525681,898.79998779296875000,22.85000038146972656,,29.47999954223632812,32.84820556640625000,-97.30178833007812500,,,1048,867,205,
ocw1k5zzkwml,1632525686,897.59997558593750000,22.80999946594238281,,29.59000015258789062,32.84840393066406250,-97.30184173583984375,,,1058,879,205,
ocw1k5zzkwml,1632525691,896.50000000000000000,22.78000068664550781,,29.60000038146972656,32.84858703613281250,-97.30194091796875000,,,1070,889,205,
ocw1k5zzkwml,1632525696,895.29998779296875000,22.61000061035156250,,29.79999923706054688,32.84874725341796875,-97.30205535888671875,,,1083,901,205,
ocw1k5zzkwml,1632525701,894.20001220703125000,22.59000015258789062,,29.78000068664550781,32.84892272949218750,-97.30210113525390625,,,1096,912,205,
ocw1k5zzkwml,1632525706,892.90002441406250000,22.54999923706054688,,29.81999969482421875,32.84910583496093750,-97.30221557617187500,,,1107,925,205,
ocw1k5zzkwml,1632525711,891.29998779296875000,22.54999923706054688,,29.87000083923339844,32.84928894042968750,-97.30228424072265625,,,1118,940,205,
ocw1k5zzkwml,1632525716,890.09997558593750000,22.38999938964843750,,30.01000022888183594,32.84946823120117188,-97.30236816406250000,,,1129,952,205,
ocw1k5zzkwml,1632525721,888.20001220703125000,22.07999992370605469,,30.35000038146972656,32.84962463378906250,-97.30245971679687500,,,1140,970,205,
ocw1k5zzkwml,1632525726,886.40002441406250000,22.00000000000000000,,30.46999931335449219,32.84982299804687500,-97.30247497558593750,,,1152,988,205,
ocw1k5zzkwml,1632525731,884.90002441406250000,21.84000015258789062,,30.69000053405761719,32.84997940063476562,-97.30257415771484375,,,1167,1002,205,
ocw1k5zzkwml,1632525736,883.29998779296875000,21.59000015258789062,,31.03000068664550781,32.85011672973632812,-97.30261230468750000,,,1183,1018,205,
ocw1k5zzkwml,1632525741,881.50000000000000000,21.38999938964843750,,31.26000022888183594,32.85022735595703125,-97.30272674560546875,,,1201,1036,205,
ocw1k5zzkwml,1632525746,880.09997558593750000,21.45999908447265625,,31.23999977111816406,32.85034179687500000,-97.30277252197265625,,,1218,1050,205,
